gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
HOXB6,0.196614646,0.156072835,3.479046088,0,1,,0,0,0.02981315,0,0,0,0,0,0,0,4,0,0,0,0,0
HOXB7,69.34950676,-0.77875873,0.443140335,-1.030893826,0.302590612,0.688476738,1.011610575,0.436962645,1.065820108,1.160807131,0.525905917,0.551573798,1.341280699,0.510993423,139,63,143,76,34,43,95,20
HOXB8,1.159515651,-1.875667035,1.831788787,-0.848208566,0.396321828,,0.007277774,0.006935915,0.007453287,0.015273778,0,0.025654595,0.014118744,0.025549671,1,1,1,1,0,2,1,1
HOXB9,42.80012375,-0.317188783,0.960635642,0,1,1,0.778721809,0.825373885,0.536636698,0.488760897,0.185613853,1.321211657,0.014118744,0.025549671,107,119,72,32,12,103,1,1
PRAC1,25123.65734,-1.992844354,0.326245405,-5.12165454,3.02866E-07,6.28056E-06,165.1254125,142.0614111,177.4031484,233.0778529,439.7656211,341.2574264,195.0928074,295.0476025,22689,20482,23802,15260,28431,26604,13818,11548
PRAC2,3570.304157,-0.239228588,0.214285134,0,1,1,46.67964192,61.35510412,59.41760772,63.35563132,31.67809757,34.2232301,26.85385147,34.18546,6414,8846,7972,4148,2048,2668,1902,1338
HOXB13,24817.60888,0.965832946,0.186380691,3.454783035,0.000550736,0.00470017,498.4765691,453.8377264,660.3463634,729.5825557,125.8152566,138.6117783,123.8496241,170.8251013,68493,65433,88598,47767,8134,10806,8772,6686
TTLL6,81.91710252,-0.274468392,0.311870428,0,1,1,1.382777045,0.880861205,1.41612462,1.603746694,0.448566811,0.692674072,0.960074606,0.970887504,190,127,190,105,29,54,68,38
CALCOCO2,4247.984088,-0.276349549,0.322835466,0,1,1,79.87356876,64.55256093,62.19768395,60.91182683,46.38799541,45.74214338,24.1148151,32.32033401,10975,9307,8345,3988,2999,3566,1708,1265
UBE2Z,5296.205807,0.407388598,0.204705687,0.417479868,0.676327446,1,102.1290014,94.39086728,114.676281,115.2864767,29.48166697,50.78327135,32.43075543,39.14209621,14033,13609,15386,7548,1906,3959,2297,1532
SNF8,7200.996622,0.051369373,0.245572344,0,1,1,106.7649434,86.74748894,161.4456599,171.7689079,56.8751781,58.37703155,45.46235633,73.17425819,14670,12507,21661,11246,3677,4551,3220,2864
GIP,0.633879633,1.781525327,3.414871123,0.427423812,0.669070667,,0,0,0.007453287,0.091642668,0,0,0,0,0,0,1,6,0,0,0,0
IGF2BP1,1.063342368,-0.976812263,2.231293045,-0.293499847,0.769140116,,0,0.020807745,0.014906575,0.015273778,0,0.025654595,0,0.025549671,0,3,2,1,0,2,0,1
B4GALNT2,2.18314028,-3.376299354,2.233629207,-1.367447762,0.171485,0.465825892,0.007277774,0,0.007453287,0.015273778,0,0,0.141187442,0,1,0,1,1,0,0,10,0
GNGT2,0.147460985,-0.190397524,3.496732459,0,1,,0,0,0.022359862,0,0,0,0,0,0,0,3,0,0,0,0,0
ABI3,20.98866264,-0.273366603,0.71394314,0,1,1,0.487610853,0.339859835,0.231051912,0.259654227,0.015467821,0.26937325,0.367087349,0.153298027,67,49,31,17,1,21,26,6
PHOSPHO1,77.93857134,-0.611604758,0.514136531,-0.563423615,0.57314646,1,0.625888557,0.58261686,2.191266516,1.099712019,0.2938886,0.538746501,1.454230653,1.021986846,86,84,294,72,19,42,103,40
ZNF652,5687.643837,-0.65183331,0.228118905,-1.44619849,0.148121537,0.421373508,53.6881382,60.73780768,85.05691662,119.257659,40.10806005,58.19744939,64.0426237,73.68525161,7377,8757,11412,7808,2593,4537,4536,2884
PHB,13533.27701,1.143359732,0.286788915,2.864237755,0.004180141,0.025470921,345.2284836,373.2354581,312.2331187,261.288521,68.42964045,92.01020596,57.47740764,56.69472029,47436,53812,41892,17107,4424,7173,4071,2219
NGFR,1.720080628,0.268002211,2.157249924,0,1,,0.058222191,0.02774366,0.044719725,0,0,0.051309191,0,0,8,4,6,0,0,4,0,0
NXPH3,6.721218153,0.969644921,0.998870546,0.64844922,0.516694444,0.965252602,0.152833252,0.062423235,0.163972324,0.274928005,0,0.025654595,0.084712465,0.051099342,21,9,22,18,0,2,6,2
SPOP,1564.592219,1.215841031,0.240253683,3.72070441,0.000198668,0.001969561,40.64636734,32.47395404,42.74460365,38.21499266,7.347215012,10.00529216,6.649928519,6.821762198,5585,4682,5735,2502,475,780,471,267
SLC35B1,4330.628733,0.363740367,0.179087871,0.233473499,0.815393746,1,70.47796263,69.50480424,95.14866786,112.9190411,24.9495954,30.25959513,30.73650613,41.72261299,9684,10021,12766,7393,1613,2359,2177,1633
FAM117A,823.2466501,-0.16255155,0.369475268,0,1,1,15.91649156,16.16068196,10.78490697,10.61527574,8.368091203,9.2356543,3.840298423,6.438517131,2187,2330,1447,695,541,720,272,252
KAT7,1741.626739,-0.242102411,0.246238334,0,1,1,28.52887376,25.57965453,30.87896999,27.21787247,7.486425402,16.05977664,19.1026609,23.02025371,3920,3688,4143,1782,484,1252,1353,901
TAC4,0.442104506,-0.341530634,3.465565393,-0.005656376,0.995486889,,0,0,0.007453287,0.030547556,0,0,0.014118744,0,0,0,1,2,0,0,1,0
DLX4,0.742265694,2.033069203,2.662644629,0.642647197,0.520453051,,0.03638887,0.02774366,0.007453287,0.030547556,0,0,0,0,5,4,1,2,0,0,0,0
DLX3,0.568683694,1.662808564,3.417549692,0.392351418,0.694798577,,0.007277774,0.02774366,0.044719725,0,0,0,0,0,1,4,6,0,0,0,0,0
ITGA3,149.6976891,-0.086223813,0.354402562,0,1,1,2.831054055,3.322303286,1.654629819,2.18415026,0.726987591,1.423830038,1.750724281,1.354132571,389,479,222,143,47,111,124,53
PDK2,4.926973395,4.769385287,1.563875446,2.843869187,0.004456934,0.026900645,0.058222191,0.339859835,0.156519037,0.122190224,0,0,0,0,8,49,21,8,0,0,0,0
SAMD14,10.07096925,0.278812774,1.245537326,0,1,1,0.160111026,0.06935915,0.327944649,0.259654227,0.015467821,0.282200548,0,0,22,10,44,17,1,22,0,0
PPP1R9B,4871.251091,0.62892406,0.379421091,0.809116763,0.418447987,0.8492122,86.45267639,91.54714212,123.9407174,118.5245176,12.97750188,15.98281286,60.97885621,44.73747419,11879,13199,16629,7760,839,1246,4319,1751
SGCA,4.263650775,-0.50948432,1.205977675,-0.155522137,0.876409703,1,0.065499965,0.048551405,0.014906575,0.122190224,0.046403463,0.064136488,0,0.051099342,9,7,2,8,3,5,0,2
COL1A1,729.021098,0.964626953,0.337568723,1.90390523,0.056922528,0.203824251,16.60788008,17.2912361,16.85933626,16.78588207,2.490319193,1.975403836,6.88994717,5.723126338,2282,2493,2262,1099,161,154,488,224
TMEM92,39.67455332,-0.509752641,0.472423974,-0.397576238,0.690942579,1,0.356610922,0.40228307,0.58880971,1.023343129,0.448566811,0.26937325,0.296493628,0.510993423,49,58,79,67,29,21,21,20
XYLT2,1607.532487,0.842328346,0.197108306,2.640174133,0.008286344,0.045000815,35.02792587,38.44577686,35.5149148,35.41989128,7.641103612,8.029888322,11.95857634,11.06300761,4813,5543,4765,2319,494,626,847,433
MRPL27,3248.924077,0.787701568,0.217446014,2.142018911,0.03219196,0.130506188,78.22879186,75.53211438,69.6584247,63.0196082,18.39123926,20.87001326,19.69564816,19.62214745,10749,10890,9346,4126,1189,1627,1395,768
EME1,1213.580783,-0.627448029,0.26485532,-1.153535197,0.24869078,0.602583682,18.93676774,13.49035468,18.46924635,16.19020472,5.908707652,11.50608598,17.02720551,16.73503461,2602,1945,2478,1060,382,897,1206,655
LRRC59,7251.373367,1.043685951,0.249303825,2.895093391,0.003790457,0.023518744,171.8282422,161.5443963,181.904934,170.9899452,40.85051547,47.61492883,30.07292515,35.30964553,23610,23291,24406,11195,2641,3712,2130,1382
ACSF2,169.6399935,1.02331578,0.958705399,0.731598764,0.464413503,0.906045187,5.247274996,4.064446192,3.048394576,3.344957391,0.525905917,0.102618381,2.936698794,0.22994704,721,586,409,219,34,8,208,9
CHAD,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSAD1,2358.265583,0.181588956,0.251478901,0,1,1,41.31592254,34.71425459,50.64508837,51.54900089,11.83288312,26.33444205,21.10752258,14.86990861,5677,5005,6795,3375,765,2053,1495,582
MYCBPAP,9.196472054,-2.332174272,0.851746553,-2.36014595,0.018267746,0.083920449,0.058222191,0.034679575,0.074532875,0.045821334,0.201081674,0.051309191,0.16942493,0.051099342,8,5,10,3,13,4,12,2
EPN3,2647.646135,0.811324918,0.218961336,2.235083286,0.025411881,0.108668109,48.99397403,41.67097734,82.94763627,68.1668714,12.4051925,14.35374606,19.93566681,17.93586915,6732,6008,11129,4463,802,1119,1412,702
SPATA20,8741.697897,-0.174906288,0.162984625,0,1,1,141.3853139,131.5188203,149.5204,156.4187609,61.34537839,64.82916227,87.88918265,98.46843263,19427,18962,20061,10241,3966,5054,6225,3854
CACNA1G,62.01030223,0.061674873,0.390297998,0,1,1,0.924277288,1.06813091,1.103086546,1.374640024,0.417631169,0.230891357,0.677699722,0.740940463,127,154,148,90,27,18,48,29
ABCC3,21.2454684,-1.032748567,0.57107206,-1.244712396,0.213237488,0.54429838,0.152833252,0.2774366,0.298131499,0.244380449,0.324824243,0.115445679,0.197662419,0.281046383,21,40,40,16,21,9,14,11
ANKRD40,4526.014515,-0.992032184,0.255411948,-2.623620761,0.00870006,0.046653987,38.90697937,38.5567515,62.57034832,78.24756491,29.71368429,43.30495683,63.28021151,71.25803285,5346,5559,8395,5123,1921,3376,4482,2789
LUC7L3,5636.753781,0.017002677,0.261106495,0,1,1,122.7978793,109.8579577,85.91404468,72.04641102,31.6316941,49.28247753,49.00616112,60.62936965,16873,15839,11527,4717,2045,3842,3471,2373
WFIKKN2,3.095505267,-0.634185273,1.279108898,-0.244120871,0.807137209,1,0.072777739,0.04161549,0.014906575,0.030547556,0.061871284,0.012827298,0.014118744,0.025549671,10,6,2,2,4,1,1,1
TOB1,6200.394768,-0.557686688,0.202948499,-1.161667094,0.245370717,0.596908594,80.57223506,66.4321939,101.0591248,109.619905,50.03840119,69.94725402,49.30265475,78.15644406,11071,9578,13559,7177,3235,5453,3492,3059
SPAG9,2041.218902,0.523376193,0.197558074,1.019690536,0.307875252,0.696464818,43.29547705,40.02716548,43.29614692,42.2930914,12.80735585,13.21211657,11.78915141,17.96141882,5949,5771,5809,2769,828,1030,835,703
NME1,4051.660375,1.563217154,0.310229337,4.001198185,6.30225E-05,0.000729409,109.2612199,105.3565489,111.4788207,97.64526302,18.54591747,22.281016,9.501914848,15.84079612,15013,15190,14957,6393,1199,1737,673,620
NME1-NME2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME2,830.8603177,-1.570807177,0.251504004,-4.965642933,6.84738E-07,1.33329E-05,6.513607658,7.414493138,9.458221801,5.987320992,10.81200693,8.440361846,9.967833406,11.57400103,895,1069,1269,392,699,658,706,453
MBTD1,693.6506431,-0.574800313,0.375369116,-0.673662823,0.500525703,0.947227789,6.062385675,5.638898897,13.79603511,15.1668616,3.58853449,4.425417685,11.46442029,9.351179642,833,813,1851,993,232,345,812,366
UTP18,1941.11595,-0.525318353,0.236593776,-0.859660224,0.389976367,0.813204259,26.50565261,18.75471417,38.86144087,29.41729651,15.63796711,15.70061231,18.58026737,27.44034682,3642,2704,5214,1926,1011,1224,1316,1074
CA10,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF2B,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TOM1L1,5040.849491,-1.487960114,0.194374447,-5.998895625,1.98664E-09,6.17045E-08,44.9548095,35.29687145,52.67238256,55.45908807,58.18994289,61.54537407,53.86300913,72.33111904,6177,5089,7067,3631,3762,4798,3815,2831
COX11,1153.405043,0.380737542,0.213896818,0.274943069,0.783359978,1,20.8726556,18.62293178,25.95980026,27.2636938,7.130665517,9.67178242,6.254603681,10.37316649,2868,2685,3483,1785,461,754,443,406
STXBP4,217.8816792,-1.693330278,0.372718759,-3.679455754,0.000233732,0.002252139,1.251777114,1.525901301,2.228532954,2.382709375,0.928069265,2.321740873,4.165029539,4.368993767,172,220,299,156,60,181,295,171
HLF,382.6723942,-0.997357554,0.505718676,-1.335583383,0.181685485,0.485530159,2.481720906,2.281916036,7.348941446,6.62881967,0.881665801,3.104206029,7.977090474,6.285219104,341,329,986,434,57,242,565,246
MMD,1571.16876,-3.253710993,0.257827614,-11.37109733,5.82506E-30,1.13581E-27,3.442387064,4.744165862,6.208588463,6.964842787,17.61784821,16.62417774,27.03739515,35.74398994,473,684,833,456,1139,1296,1915,1399
TMEM100,0.098307323,-0.656921172,3.525657958,-0.095015762,0.924302307,,0,0,0.014906575,0,0,0,0,0,0,0,2,0,0,0,0,0
PCTP,710.7315507,0.049629751,0.242784484,0,1,1,9.774050374,8.919586694,14.02708702,19.38242434,4.037101301,5.836420426,5.831041355,8.073696085,1343,1286,1882,1269,261,455,413,316
ANKFN1,1.951303822,0.533640583,1.775299707,0.119254505,0.905073726,1,0.007277774,0.117910555,0.007453287,0.015273778,0.015467821,0,0.014118744,0.025549671,1,17,1,1,1,0,1,1
NOG,0.582032309,0.39869902,3.4329694,0.022362834,0.982158527,,0,0,0.044719725,0.015273778,0,0.012827298,0,0,0,0,6,1,0,1,0,0
C17orf67,418.3734702,-0.841416919,0.313735335,-1.655818666,0.097758547,0.309245659,3.369609325,4.106061682,8.504201004,5.590202763,2.366576625,4.297144709,6.579334798,5.237682587,463,592,1141,366,153,335,466,205
DGKE,1532.295663,-0.939040592,0.20161931,-3.06078072,0.002207607,0.014943392,13.79865935,19.98237112,17.95496952,22.54409639,11.05949207,18.63806347,17.8884489,20.87408133,1896,2881,2409,1476,715,1453,1267,817
TRIM25,2316.359117,-0.451611691,0.313659472,-0.413453467,0.679274409,1,29.4968177,28.45805926,46.76937888,34.38127437,10.50265051,16.41894098,38.75595283,27.31259846,4053,4103,6275,2251,679,1280,2745,1069
COIL,1397.936069,-0.564229009,0.262587544,-0.922743364,0.356140962,0.768973079,21.17104433,17.74900649,22.27787625,17.9466892,7.347215012,11.10843976,18.48143616,21.05292903,2909,2559,2989,1175,475,866,1309,824
SCPEP1,1933.45469,1.486845092,0.234807204,4.961163794,7.00721E-07,1.36064E-05,53.89191587,50.49346122,45.48741344,49.08992263,7.347215012,10.10791054,6.254603681,10.11766978,7405,7280,6103,3214,475,788,443,396
AKAP1,9349.372604,0.528821391,0.213469616,0.96919318,0.332448813,0.733728798,172.0756865,184.668737,199.0251353,224.7383701,35.14288949,61.25034622,72.52798896,96.04121387,23644,26625,26703,14714,2272,4775,5137,3759
MSI2,5812.302344,-0.796271726,0.215805518,-2.19801437,0.027948082,0.116773703,55.50030391,62.56195333,86.09292358,99.93632973,35.74613451,63.77732386,73.55865729,80.09821907,7626,9020,11551,6543,2311,4972,5210,3135
CCDC182,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS23,3879.830251,1.135279007,0.250718254,3.24408334,0.001178293,0.008933825,101.8961126,104.9750736,85.11654292,77.6977089,17.8343977,24.85930282,18.86264225,18.47241224,14001,15135,11420,5087,1153,1938,1336,723
CUEDC1,2115.038357,-0.702006136,0.22971645,-1.654552998,0.098015204,0.309499652,24.43148705,30.02557605,28.2554128,30.56282986,12.31238558,19.16398267,30.10116264,28.69228071,3357,4329,3791,2001,796,1494,2132,1123
VEZF1,3159.015063,-0.930879282,0.189625726,-3.211332142,0.001321211,0.009774692,31.86937199,31.78729846,42.60299118,48.73862573,22.52114749,31.503843,42.18680767,45.3506663,4379,4583,5716,3191,1456,2456,2988,1775
SRSF1,2743.687492,0.08187722,0.293268927,0,1,1,40.71914508,30.75384712,66.02122042,65.86053092,12.29691776,16.70114153,32.48723041,30.76180407,5595,4434,8858,4312,795,1302,2301,1204
DYNLL2,12451.86103,0.157726977,0.182787498,0,1,1,191.9658427,213.9937856,265.4637399,259.6695005,59.78312846,111.148534,117.5809017,112.5207518,26377,30853,35617,17001,3865,8665,8328,4404
OR4D1,0.157979318,-0.118866829,3.493005032,0,1,,0,0.01387183,0.007453287,0,0,0,0,0,0,2,1,0,0,0,0,0
OR4D2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPX,0.977955263,2.425266337,3.403590551,0.617976284,0.536590972,,0,0,0.0596263,0.091642668,0,0,0,0,0,0,8,6,0,0,0,0
MKS1,923.5548425,0.969941117,0.207799098,3.118459258,0.001817993,0.012729576,21.38937755,18.46340574,24.29771716,22.1927995,3.325581532,4.579345257,7.129965822,6.259669433,2939,2662,3260,1453,215,357,505,245
LPO,11.1165883,-0.167291471,0.774020321,0,1,1,0.152833252,0.201141535,0.245958487,0.122190224,0.108274748,0.115445679,0.014118744,0.153298027,21,29,33,8,7,9,1,6
MPO,0.238809673,-1.992624591,3.533811541,-0.472774645,0.636373965,,0,0,0.007453287,0,0,0.012827298,0,0,0,0,1,0,0,1,0,0
SUPT4H1,710.221564,0.427288625,0.305657282,0.34470152,0.730318775,1,15.10138088,17.33285159,12.05941913,11.80663043,4.361925544,6.862604237,3.317904887,5.518728969,2075,2499,1618,773,282,535,235,216
RNF43,1166.36547,0.455878343,0.240631625,0.556661032,0.577759046,1,24.21315383,20.59966756,19.79593152,30.62392497,6.434613568,5.951866104,8.753621405,12.28939183,3327,2970,2656,2005,416,464,620,481
HSF5,0.645998118,-1.65804228,3.401188629,-0.392837426,0.69443956,,0,0,0.022359862,0,0.015467821,0,0.014118744,0,0,0,3,0,1,0,1,0
MTMR4,2848.445088,0.592863748,0.237230066,1.142079745,0.253420874,0.609625711,49.15408505,51.27721962,70.03854237,73.6654315,9.883937669,18.4584813,27.05151389,22.86695568,6754,7393,9397,4823,639,1439,1916,895
TEX14,17.42923423,-0.057635458,0.602657396,0,1,1,0.123722157,0.242757025,0.350304511,0.534582231,0.108274748,0.128272976,0.183543675,0.178847698,17,35,47,35,7,10,13,7
RAD51C,2449.786866,-0.050761564,0.212562962,0,1,1,36.84736935,29.99783239,48.92337896,56.60462142,19.45851892,20.49802163,18.69321732,23.83784319,5063,4325,6564,3706,1258,1598,1324,933
PPM1E,286.4476307,-1.427589278,0.45456022,-2.432375587,0.015000144,0.072451595,1.841276802,1.05425908,4.151481121,4.36830052,1.407571718,2.296086277,6.085178751,4.87998719,253,152,557,286,91,179,431,191
TRIM37,2296.464185,0.481329058,0.227023754,0.70213341,0.482595968,0.927723511,37.13120254,35.51188482,54.45371826,64.91355668,11.63180145,13.0197071,21.61579737,18.6001606,5102,5120,7306,4250,752,1015,1531,728
SKA2,2934.174781,-0.313009448,0.267344585,0,1,1,35.62470334,27.05006851,57.14435504,69.70952298,20.21644215,27.03994342,23.9877464,39.03989752,4895,3900,7667,4564,1307,2108,1699,1528
PRR11,4133.814818,-1.331204992,0.173654785,-5.811972859,6.17409E-09,1.77984E-07,38.39025742,31.60002875,43.86259677,53.68732982,39.89151056,45.29318796,51.51929759,62.16234992,5275,4556,5885,3515,2579,3531,3649,2433
SMG8,604.1922891,-0.364293767,0.200932627,-0.210845161,0.833008097,1,9.468383869,7.698865653,11.61222188,8.476946813,3.990697838,5.477256092,6.621691031,6.975060225,1301,1110,1558,555,258,427,469,273
GDPD1,279.40008,0.620264887,0.393226381,0.758689667,0.448038219,0.884747774,5.0507751,4.203164492,6.193681888,8.81296993,0.897133623,1.026183811,1.793080514,4.139046727,694,606,831,577,58,80,127,162
YPEL2,710.5815351,-1.618048334,0.241181484,-5.374045384,7.69895E-08,1.83819E-06,4.082831169,5.181128507,6.819758036,9.042076601,6.357274463,10.53121136,8.188871637,11.13965662,561,747,915,592,411,821,580,436
DHX40,3314.710622,0.996692388,0.304472452,2.216175187,0.026679507,0.112851339,78.19968076,72.84097936,75.65086783,83.82249389,19.24196942,25.28260365,10.46198945,16.68393526,10745,10502,10150,5488,1244,1971,741,653
CLTC,7017.231841,0.525738423,0.215918723,0.943921514,0.345209757,0.753599717,132.8339296,172.4060392,139.8087664,132.0112636,37.81882253,57.71001208,44.82701284,51.84028277,18252,24857,18758,8643,2445,4499,3175,2029
PTRH2,2461.414478,0.674010283,0.322984378,1.090090459,0.275673299,0.647172673,58.17124694,66.05071857,40.97072123,43.28588697,17.40129871,18.71502725,12.70686978,12.21274281,7993,9523,5497,2834,1125,1459,900,478
VMP1,5073.856035,0.041484993,0.251438118,0,1,1,95.19328287,102.1174766,71.75279848,88.55736509,37.71054779,49.14137725,31.83776817,46.75589821,13080,14723,9627,5798,2438,3831,2255,1830
TUBD1,313.3328366,1.051601521,0.372463222,1.959048256,0.050107136,0.184536747,6.324385536,4.251715897,10.51658862,9.36282594,0.819794517,1.013356513,2.273117816,3.09151021,869,613,1411,613,53,79,161,121
RPS6KB1,1127.137914,0.442207147,0.267606573,0.44946225,0.653098234,1,17.02999097,18.26920012,25.75110821,32.136029,3.712277059,8.773871585,9.628983545,11.06300761,2340,2634,3455,2104,240,684,682,433
RNFT1,135.3025317,0.603872562,0.331171777,0.851354152,0.394572652,0.819802495,2.02322115,1.969799861,3.652110861,4.139193849,0.479502453,0.846601644,0.931837117,1.481880927,278,284,490,271,31,66,66,58
HEATR6,904.6517729,0.364878866,0.183833144,0.233639973,0.815264493,1,16.28765803,15.89018127,17.87298336,22.10115683,4.408329007,6.772813153,6.565216054,9.248980958,2238,2291,2398,1447,285,528,465,362
CA4,337.6632345,-0.703643347,1.216839861,-0.313693909,0.753753528,1,1.004332801,0.436962645,8.019737319,10.09596729,0.494970274,0.295027846,8.471246521,6.004172721,138,63,1076,661,32,23,600,235
USP32,2526.923656,0.919450817,0.268311247,2.226976054,0.025948874,0.1105065,49.89641799,49.63340776,58.63501253,77.14785289,7.795781823,10.71079353,20.86750393,21.33397541,6856,7156,7867,5051,504,835,1478,835
C17orf64,2.942300998,-0.671520901,1.605175763,-0.217790982,0.827591971,1,0.007277774,0.006935915,0.044719725,0.122190224,0,0.038481893,0.084712465,0,1,1,6,8,0,3,6,0
APPBP2,1128.337821,-0.087054468,0.307314508,0,1,1,13.66765942,11.38183652,26.76475531,27.55389559,6.434613568,7.491141821,9.784289732,16.37733921,1878,1641,3591,1804,416,584,693,641
PPM1D,396.7919953,-0.316986934,0.248437314,0,1,1,5.305497187,4.168484917,8.802332503,7.071759233,3.139967679,3.719916315,4.263860749,3.474755277,729,601,1181,463,203,290,302,136
BCAS3,436.8444934,0.188183645,0.241601215,0,1,1,9.497494965,7.386749478,7.937751157,7.652162799,3.4493241,3.014414945,3.148479957,3.832450673,1305,1065,1065,501,223,235,223,150
TBX2,6.690705022,-1.129812881,1.412699364,-0.571873115,0.567407939,1,0.130999931,0.006935915,0.126705887,0.030547556,0,0,0.211781163,0.127748356,18,1,17,2,0,0,15,5
TBX4,1.117043329,2.623533434,2.761720578,0.833395441,0.404621745,,0.03638887,0.06935915,0,0.045821334,0,0,0,0,5,10,0,3,0,0,0,0
NACA2,234.5028956,-2.041087034,0.340445027,-5.049740196,4.42411E-07,8.97545E-06,1.928610089,1.435734406,1.744069268,1.267723577,3.248242426,3.976462268,1.778961769,3.295907579,265,207,234,83,210,310,126,129
BRIP1,266.1298126,-0.781960239,0.338557488,-1.358800675,0.174209759,0.471239077,2.969331759,2.878404726,4.054588384,4.017003625,1.14461876,1.975403836,4.06619833,4.701139492,408,415,544,263,74,154,288,184
INTS2,441.2421023,0.083399393,0.24890588,0,1,1,7.77994032,8.912650779,7.743965682,7.193949458,2.026284561,3.437715767,4.009723353,5.339881271,1069,1285,1039,471,131,268,284,209
MED13,1500.210372,0.369701468,0.273322955,0.174787268,0.861246793,1,18.20171257,22.96481457,33.86773827,47.3028906,7.130665517,9.889846479,11.71855769,16.14739217,2501,3311,4544,3097,461,771,830,632
EFCAB3,1.594131926,-2.062252977,1.801207115,-0.966199205,0.333944511,,0.021833322,0.006935915,0,0.015273778,0.015467821,0.025654595,0.042356233,0,3,1,0,1,1,2,3,0
METTL2A,1578.253815,0.228722046,0.229994558,0,1,1,25.5886531,20.21125632,37.51239584,38.87176512,9.89940549,11.28802192,10.53258317,17.29712737,3516,2914,5033,2545,640,880,746,677
TLK2,1747.425372,-0.325453463,0.161364227,-0.02184727,0.982569787,1,25.73420858,22.18799209,29.76843016,32.44150456,11.12136335,16.32914989,18.90499849,19.5710481,3536,3199,3994,2124,719,1273,1339,766
MRC2,0.787429722,0.992463503,3.176406339,0.21109875,0.832810216,,0.050944417,0,0.02981315,0,0,0,0.014118744,0,7,0,4,0,0,0,1,0
TANC2,782.8709331,0.050427809,0.244605078,0,1,1,12.52504892,14.92608909,11.80600735,16.75533451,6.125257147,7.362868845,6.296959914,5.365430942,1721,2152,1584,1097,396,574,446,210
CYB561,11963.43069,0.368724907,0.142339844,0.328768182,0.742330914,1,227.6269349,228.0112698,233.3251643,260.0971663,69.89908345,87.08452367,95.07562345,97.65084315,31277,32874,31305,17029,4519,6789,6734,3822
ACE,3.901037452,-0.851807079,1.540685015,-0.34392428,0.730903232,1,0.021833322,0.006935915,0.111799312,0.061095112,0.030935642,0,0,0.153298027,3,1,15,4,2,0,0,6
KCNH6,746.9682809,3.020161838,0.397449088,6.788878938,1.13008E-11,4.72561E-10,26.57843035,33.67386734,16.47176531,13.73112646,0.603245022,2.078022217,1.496586885,1.430781585,3652,4855,2210,899,39,162,106,56
DCAF7,10151.93693,0.01503836,0.217637272,0,1,1,150.686309,154.6431609,192.2575503,228.8164688,44.77934202,95.42226713,106.3847376,100.308009,20705,22296,25795,14981,2895,7439,7535,3926
TACO1,553.4447744,1.036221635,0.287122919,2.487762181,0.012854966,0.064247373,12.3067157,9.925294369,18.75992456,11.83717798,2.954353826,2.180640599,4.06619833,2.733814813,1691,1431,2517,775,191,170,288,107
MAP3K3,2741.641804,0.082556595,0.270789131,0,1,1,37.67703558,41.52532312,59.97660428,62.45447841,11.84835095,18.36869022,35.43804795,26.13731359,5177,5987,8047,4089,766,1432,2510,1023
STRADA,181.2431035,0.68030805,0.333267501,1.075352244,0.282217054,0.656732993,4.221108873,4.688678542,2.817342664,3.757349398,0.57230938,1.526448419,1.454230653,1.200834544,580,676,378,246,37,119,103,47
LIMD2,137.6894769,0.152627344,0.316980105,0,1,1,2.56177642,2.559352636,2.698090065,2.306340484,1.314764792,1.039011109,0.931837117,0.89423849,352,369,362,151,85,81,66,35
CCDC47,5305.630779,1.619915036,0.211451691,6.138456197,8.33273E-10,2.77479E-08,153.6410852,144.9051362,139.6522473,119.1660163,18.25202887,19.5488016,20.86750393,28.82002906,21111,20892,18737,7802,1180,1524,1478,1128
DDX42,10272.88131,0.280943265,0.229063301,0,1,1,215.1528304,213.466656,165.2170234,189.9752513,45.22790883,84.03162683,94.25673629,93.89504149,29563,30777,22167,12438,2924,6551,6676,3675
FTSJ3,1265.184024,0.593651157,0.375759062,0.723131094,0.469599348,0.911854114,31.17798347,22.25735124,34.54598743,18.52709276,3.604002311,5.387465008,15.51649988,10.75641156,4284,3209,4635,1213,233,420,1099,421
PSMC5,8883.43547,0.401236466,0.198192063,0.400159168,0.689039287,1,198.6613947,132.0806294,204.8014331,178.1380733,56.67409643,61.35296461,59.69405048,77.26220557,27297,19043,27478,11663,3664,4783,4228,3024
